OpCode,MaxN,Family,Genus,Species
DEH_1_5,1,Lethrinidae,Lethrinus,olivaceus
DEH_1_6,1,Pinguipedidae,Parapercis,nebulosa
DEH_1_6,7,Acanthuridae,Acanthurus,auranticavus
DEH_10_1,1,Pomacentridae,Chromis,nitida
DEH_1_6,1,Lutjanidae,Aprion,virescens
DEH_1_6,1,Carangidae,Caranx,lugubris
DEH_1_6,10,Labridae,Cirrhilabrus,punctatus
DEH_1_6,1,Lethrinidae,Gymnocranius,grandoculis
DEH_1_6,1,Labridae,Labroides,dimidiatus
DEH_1_6,1,Lethrinidae,Lethrinus,rubrioperculatus
DEH_1_6,1,Lutjanidae,Lutjanus,bohar
DEH_1_5,1,Dasyatidae,Pastinachus,ater
DEH_10_2,1,Serranidae,Cephalopholis,formosa
DEH_10_1,1,Octopodidae,Unknown,sp1
DEH_10_1,2,Serranidae,Variola,albimarginata
DEH_10_1,3,Zanclidae,Zanclus,cornutus
DEH_10_2,1,Acanthuridae,Acanthurus,auranticavus
DEH_10_2,1,Serranidae,Aethaloperca,rogaa
DEH_10_2,1,Pomacanthidae,Apolemichthys,trimaculatus
DEH_10_2,1,Balistidae,Balistoides,viridescens
DEH_10_1,2,Chaetodontidae,Chaetodon,auriga
DEH_10_2,1,Carangidae,Caranx,melampygus
DEH_10_1,1,Nemipteridae,Scolopsis,xenochrous
DEH_10_2,2,Chaetodontidae,Chaetodon,kleinii
DEH_10_2,2,Chaetodontidae,Chaetodon,ornatissimus
DEH_10_2,2,Chaetodontidae,Coradion,altivelis
DEH_10_2,2,Acanthuridae,Ctenochaetus,striatus
DEH_10_2,1,Pomacanthidae,Genicanthus,lamarck
DEH_10_2,1,Scombridae,Gymnosarda,unicolor
DEH_13_2,1,Labridae,Novaculichthys,taeniourus
DEH_10_2,1,Labridae,Bodianus,axillaris
DEH_10_1,1,Acanthuridae,Naso,vlamingii
DEH_1_5,1,Carangidae,Carangoides,ferdau
DEH_10_1,3,Pomacentridae,Dascyllus,trimaculatus
DEH_10_1,1,Carangidae,Elagatis,bipinnulata
DEH_10_1,1,Pomacanthidae,Genicanthus,lamarck
DEH_10_1,3,Labridae,Halichoeres,marginatus
DEH_10_1,1,Labridae,Labroides,dimidiatus
DEH_10_1,5,Lethrinidae,Lethrinus,ravus
DEH_10_1,2,Carcharhinidae,Triaenodon,obesus
DEH_10_1,1,Lutjanidae,Lutjanus,bohar
DEH_10_1,1,Balistidae,Sufflamen,fraenatum
DEH_10_1,8,Balistidae,Odonus,niger
DEH_10_1,1,Labridae,Oxycheilinus,digrammus
DEH_10_1,1,Mullidae,Parupeneus,barberinus
DEH_10_1,3,Mullidae,Parupeneus,multifasciatus
DEH_10_1,1,Pomacanthidae,Pomacanthus,imperator
DEH_10_1,1,Scaridae,Scarus,forsteni
DEH_10_1,1,Scaridae,Scarus,rubroviolaceus
DEH_10_1,2,Chaetodontidae,Chaetodon,kleinii
DEH_10_1,2,Lethrinidae,Lethrinus,rubrioperculatus
DEH_1_3,2,Labridae,Coris,aurilineata
DEH_1_5,2,Carangidae,Carangoides,orthogrammus
DEH_1_2,1,Nemipteridae,Scolopsis,xenochrous
DEH_1_2,1,Balistidae,Sufflamen,fraenatum
DEH_1_2,1,Hydrophiidae,Unknown,sp12
DEH_1_2,1,Chelonidae,Unknown,sp2
DEH_1_2,1,Serranidae,Variola,albimarginata
DEH_1_3,7,Acanthuridae,Acanthurus,auranticavus
DEH_1_2,1,Pomacentridae,Pomacentrus,moluccensis
DEH_1_3,10,Labridae,Cirrhilabrus,temminckii
DEH_1_2,3,Pomacentridae,Pomacentrus,coelestis
DEH_1_3,1,Labridae,Labroides,dimidiatus
DEH_1_3,2,Lethrinidae,Lethrinus,olivaceus
DEH_1_3,1,Lethrinidae,Lethrinus,rubrioperculatus
DEH_1_3,2,Malacanthidae,Malacanthus,brevirostris
DEH_1_3,1,Mullidae,Parupeneus,barberinus
DEH_1_3,1,Mullidae,Parupeneus,cyclostomus
DEH_1_3,4,Mullidae,Parupeneus,multifasciatus
DEH_1_3,1,Acanthuridae,Acanthurus,olivaceus
DEH_1_2,1,Pomacentridae,Dascyllus,trimaculatus
DEH_1_2,1,Balistidae,Balistoides,conspicillum
DEH_1_2,1,Balistidae,Balistoides,viridescens
DEH_1_2,1,Carcharhinidae,Carcharhinus,amblyrhynchos
DEH_1_2,1,Pomacanthidae,Centropyge,tibicen
DEH_1_2,1,Chaetodontidae,Chaetodon,auriga
DEH_1_2,1,Chaetodontidae,Chaetodon,kleinii
DEH_1_2,1,Pomacentridae,Chromis,amboinensis
DEH_1_2,1,Balistidae,Pseudobalistes,fuscus
DEH_1_2,1,Pomacentridae,Dascyllus,aruanus
DEH_1_3,2,Nemipteridae,Pentapodus,nagasakiensis
DEH_1_2,1,Labridae,Labroides,dimidiatus
DEH_1_2,6,Lethrinidae,Lethrinus,rubrioperculatus
DEH_1_2,1,Acanthuridae,Naso,brachycentron
DEH_1_2,1,Mullidae,Parupeneus,barberinus
DEH_1_2,2,Mullidae,Parupeneus,multifasciatus
DEH_1_2,2,Mullidae,Parupeneus,pleurostigma
DEH_1_2,1,Dasyatidae,Pateobatis,fai
DEH_1_2,2,Labridae,Cirrhilabrus,sp
DEH_1_4,3,Mullidae,Parupeneus,multifasciatus
DEH_1_4,1,Lethrinidae,Lethrinus,amboinensis
DEH_1_4,2,Lethrinidae,Lethrinus,olivaceus
DEH_1_4,1,Lethrinidae,Lethrinus,ravus
DEH_1_4,2,Lethrinidae,Lethrinus,rubrioperculatus
DEH_1_4,1,Lutjanidae,Lutjanus,bohar
DEH_1_4,3,Lutjanidae,Lutjanus,decussatus
DEH_1_4,1,Malacanthidae,Malacanthus,brevirostris
DEH_1_3,1,Mullidae,Parupeneus,pleurostigma
DEH_1_4,3,Mullidae,Parupeneus,barberinus
DEH_1_4,1,Pomacentridae,Chromis,amboinensis
DEH_1_4,2,Mullidae,Parupeneus,pleurostigma
DEH_1_4,4,Nemipteridae,Pentapodus,emeryii
DEH_1_4,2,Nemipteridae,Scolopsis,xenochrous
DEH_1_4,1,Balistidae,Sufflamen,fraenatum
DEH_1_4,1,Mullidae,Upeneus,tragula
DEH_1_4,1,Serranidae,Variola,albimarginata
DEH_1_5,1,Lutjanidae,Aprion,virescens
DEH_1_4,2,Pinguipedidae,Parapercis,nebulosa
DEH_1_4,1,Acanthuridae,Acanthurus,olivaceus
DEH_10_2,1,Lethrinidae,Lethrinus,olivaceus
DEH_1_3,1,Ephippidae,Platax,batavianus
DEH_1_3,2,Pomacanthidae,Pomacanthus,sexstriatus
DEH_1_3,1,Pomacentridae,Pomacentrus,coelestis
DEH_1_3,1,Siganidae,Siganus,argenteus
DEH_1_3,1,Balistidae,Sufflamen,fraenatum
DEH_1_3,1,Scaridae,Unknown,sp21
DEH_1_4,2,Labridae,Halichoeres,melanochir
DEH_1_4,1,Acanthuridae,Acanthurus,auranticavus
DEH_1_4,3,Lethrinidae,Gymnocranius,grandoculis
DEH_1_4,1,Labridae,Bodianus,axillaris
DEH_1_4,3,Pomacanthidae,Centropyge,bicolor
DEH_1_4,1,Serranidae,Cephalopholis,urodeta
DEH_1_4,2,Chaetodontidae,Chaetodon,kleinii
DEH_1_4,1,Chaetodontidae,Chaetodon,lunula
DEH_1_4,1,Labridae,Cheilio,inermis
DEH_1_4,1,Scaridae,Chlorurus,sordidus
DEH_1_3,2,Nemipteridae,Pentapodus,emeryii
DEH_1_3,1,Muraenidae,Unknown,sp6
DEH_13_1,2,Lutjanidae,Lutjanus,bohar
DEH_12_3,1,Antennaridae,Antennarius,sp
DEH_13_1,1,Scaridae,Chlorurus,microrhinos
DEH_13_1,1,Pomacentridae,Chromis,xanthura
DEH_13_1,1,Echeneidae,Echeneis,naucrates
DEH_13_1,2,Labridae,Halichoeres,hortulanus
DEH_13_1,7,Kyphosidae,Kyphosus,cinerascens
DEH_13_1,1,Labridae,Labroides,dimidiatus
DEH_13_1,1,Chaetodontidae,Chaetodon,kleinii
DEH_13_1,2,Lutjanidae,Lutjanus,bohar
DEH_13_1,2,Chaetodontidae,Chaetodon,auriga
DEH_13_1,3,Lutjanidae,Lutjanus,decussatus
DEH_13_1,1,Lutjanidae,Lutjanus,rivulatus
DEH_13_1,2,Lutjanidae,Macolor,macularis
DEH_13_1,1,Lethrinidae,Monotaxis,grandoculis
DEH_13_1,6,Acanthuridae,Naso,caesius
DEH_13_1,4,Acanthuridae,Naso,tonganus
DEH_13_1,1,Acanthuridae,Naso,vlamingii
DEH_13_1,1,Lethrinidae,Lethrinus,olivaceus
DEH_13_1,1,Pomacentridae,Abudefduf,vaigiensis
DEH_10_2,1,Labridae,Labroides,dimidiatus
DEH_12_3,1,Carangidae,Caranx,melampygus
DEH_12_3,2,Lethrinidae,Lethrinus,amboinensis
DEH_12_3,3,Lethrinidae,Lethrinus,olivaceus
DEH_12_3,3,Lethrinidae,Lethrinus,rubrioperculatus
DEH_12_3,3,Acanthuridae,Naso,hexacanthus
DEH_12_3,2,Pinguipedidae,Parapercis,nebulosa
DEH_13_1,1,Labridae,Cheilinus,undulatus
DEH_12_3,1,Balistidae,Pseudobalistes,fuscus
DEH_13_1,3,Mullidae,Parupeneus,multifasciatus
DEH_13_1,1,Acanthuridae,Acanthurus,auranticavus
DEH_13_1,2,Pomacentridae,Amblyglyphidodon,aureus
DEH_13_1,1,Balistidae,Balistoides,viridescens
DEH_13_1,1,Labridae,Bodianus,axillaris
DEH_13_1,30,Caesionidae,Caesio,lunaris
DEH_13_1,4,Caesionidae,Caesio,teres
DEH_13_1,1,Carcharhinidae,Carcharhinus,amblyrhynchos
DEH_12_3,1,Mullidae,Parupeneus,barberinus
DEH_13_2,1,Labridae,Halichoeres,hortulanus
DEH_13_1,1,Zanclidae,Zanclus,cornutus
DEH_13_2,3,Acanthuridae,Acanthurus,auranticavus
DEH_13_2,1,Labridae,Anampses,femininus
DEH_13_2,1,Balistidae,Balistoides,conspicillum
DEH_13_2,1,Monacanthidae,Cantherhines,dumerilii
DEH_13_2,1,Carangidae,Caranx,ignobilis
DEH_13_2,1,Carangidae,Caranx,melampygus
DEH_13_1,1,Dasyatidae,Neotrygon,australiae
DEH_13_2,1,Labridae,Coris,pictoides
DEH_13_1,3,Pomacentridae,Unknown,sp5
DEH_13_2,1,Lethrinidae,Lethrinus,olivaceus
DEH_13_2,1,Lutjanidae,Lutjanus,bohar
DEH_13_2,1,Lutjanidae,Lutjanus,decussatus
DEH_13_2,2,Lutjanidae,Macolor,sp
DEH_13_2,1,Malacanthidae,Malacanthus,brevirostris
DEH_13_2,1,Lethrinidae,Monotaxis,grandoculis
DEH_3_1,1,Balistidae,Pseudobalistes,flavimarginatus
DEH_13_2,1,Pomacentridae,Chromis,amboinensis
DEH_13_1,1,Siganidae,Siganus,argenteus
DEH_12_3,1,Monacanthidae,Aluterus,scriptus
DEH_13_1,1,Ephippidae,Platax,batavianus
DEH_13_1,1,Serranidae,Plectropomus,laevis
DEH_13_1,1,Pomacanthidae,Pomacanthus,imperator
DEH_13_1,13,Pomacentridae,Pomacentrus,coelestis
DEH_13_1,10,Caesionidae,Pterocaesio,marri
DEH_13_1,30,Caesionidae,Pterocaesio,pisang
DEH_13_1,1,Pomacentridae,Unknown,sp6
DEH_13_1,1,Scaridae,Scarus,rubroviolaceus
DEH_13_1,1,Scaridae,Unknown,sp5
DEH_13_1,2,Carcharhinidae,Triaenodon,obesus
DEH_13_1,1,Acanthuridae,Unknown,sp1
DEH_13_1,1,Hydrophiidae,Unknown,sp1
DEH_13_1,1,Labridae,Unknown,sp11
DEH_13_1,1,Labridae,Unknown,sp12
DEH_13_1,1,Labridae,Unknown,sp13
DEH_13_1,1,Hydrophiidae,Unknown,sp2
DEH_13_1,1,Pinguipedidae,Parapercis,nebulosa
DEH_13_1,1,Caesionidae,Pterocaesio,tile
DEH_10_3,1,Acanthuridae,Naso,hexacanthus
DEH_12_3,3,Carangidae,Carangoides,orthogrammus
DEH_10_3,1,Carangidae,Caranx,lugubris
DEH_10_3,2,Carcharhinidae,Carcharhinus,amblyrhynchos
DEH_10_3,2,Echeneidae,Echeneis,naucrates
DEH_10_3,7,Carangidae,Elagatis,bipinnulata
DEH_10_3,2,Lethrinidae,Gymnocranius,grandoculis
DEH_10_3,4,Lethrinidae,Lethrinus,amboinensis
DEH_10_3,1,Balistidae,Balistoides,conspicillum
DEH_10_3,4,Lethrinidae,Lethrinus,rubrioperculatus
DEH_10_3,1,Lutjanidae,Aprion,virescens
DEH_10_3,30,Acanthuridae,Naso,lopezi
DEH_10_3,1,Mullidae,Parupeneus,barberinus
DEH_10_3,3,Mullidae,Parupeneus,cyclostomus
DEH_10_3,1,Balistidae,Pseudobalistes,flavimarginatus
DEH_10_3,1,Hydrophiidae,Unknown,sp5
DEH_12_1,1,Acanthuridae,Acanthurus,olivaceus
DEH_12_1,1,Pomacanthidae,Apolemichthys,trimaculatus
DEH_10_3,1,Lethrinidae,Lethrinus,olivaceus
DEH_10_2,1,Pomacentridae,Pomacentrus,moluccensis
DEH_10_2,3,Lethrinidae,Lethrinus,ravus
DEH_10_2,1,Lethrinidae,Lethrinus,rubrioperculatus
DEH_10_2,1,Lutjanidae,Lutjanus,bohar
DEH_10_2,3,Lutjanidae,Lutjanus,decussatus
DEH_10_2,25,Acanthuridae,Naso,lopezi
DEH_10_2,1,Mullidae,Parupeneus,barberinus
DEH_10_2,1,Mullidae,Parupeneus,multifasciatus
DEH_10_3,1,Carangidae,Carangoides,plagiotaenia
DEH_10_2,1,Pomacentridae,Pomacentrus,bankanensis
DEH_12_1,1,Carangidae,Carangoides,orthogrammus
DEH_10_2,2,Serranidae,Pseudanthias,lori
DEH_10_2,3,Nemipteridae,Scolopsis,xenochrous
DEH_10_2,1,Balistidae,Sufflamen,fraenatum
DEH_10_2,1,Scaridae,Unknown,sp14
DEH_10_2,1,Mullidae,Unknown,sp2
DEH_10_2,1,Serranidae,Variola,albimarginata
DEH_10_2,3,Zanclidae,Zanclus,cornutus
DEH_10_2,2,Pomacanthidae,Pomacanthus,imperator
DEH_12_2,1,Lethrinidae,Lethrinus,olivaceus
DEH_12_1,1,Hydrophiidae,Unknown,sp
DEH_12_2,1,Pomacanthidae,Apolemichthys,trimaculatus
DEH_12_2,1,Lutjanidae,Aprion,virescens
DEH_12_2,1,Carangidae,Carangoides,orthogrammus
DEH_12_2,1,Carangidae,Caranx,melampygus
DEH_12_2,2,Chaetodontidae,Chaetodon,kleinii
DEH_12_2,2,Lethrinidae,Gymnocranius,grandoculis
DEH_12_1,1,Balistidae,Balistoides,conspicillum
DEH_12_2,2,Lethrinidae,Lethrinus,amboinensis
DEH_12_1,1,Nemipteridae,Scolopsis,xenochrous
DEH_12_2,6,Lethrinidae,Lethrinus,ravus
DEH_12_2,2,Lethrinidae,Lethrinus,rubrioperculatus
DEH_12_2,2,Mullidae,Parupeneus,barberinus
DEH_12_2,1,Mullidae,Parupeneus,cyclostomus
DEH_12_2,1,Balistidae,Pseudobalistes,fuscus
DEH_12_2,1,Balistidae,Sufflamen,fraenatum
DEH_12_2,1,Hydrophiidae,Unknown,sp
DEH_12_2,2,Scombridae,Gymnosarda,unicolor
DEH_12_1,1,Lethrinidae,Lethrinus,olivaceus
DEH_13_2,2,Acanthuridae,Naso,vlamingii
DEH_12_1,1,Carangidae,Caranx,lugubris
DEH_12_1,1,Carangidae,Caranx,melampygus
DEH_12_1,1,Chaetodontidae,Chaetodon,kleinii
DEH_12_1,1,Labridae,Cirrhilabrus,sp
DEH_12_1,1,Echeneidae,Echeneis,naucrates
DEH_12_1,1,Muraenidae,Echidna,nebulosa
DEH_12_1,1,Balistidae,Sufflamen,fraenatum
DEH_12_1,2,Lethrinidae,Lethrinus,amboinensis
DEH_12_1,1,Sphyrnidae,Sphyrna,mokarran
DEH_12_1,9,Lethrinidae,Lethrinus,ravus
DEH_12_1,1,Lethrinidae,Lethrinus,rubrioperculatus
DEH_12_1,2,Acanthuridae,Naso,hexacanthus
DEH_12_1,1,Acanthuridae,Naso,vlamingii
DEH_12_1,1,Mullidae,Parupeneus,barberinus
DEH_12_1,1,Pomacanthidae,Pomacanthus,imperator
DEH_12_1,1,Balistidae,Pseudobalistes,fuscus
DEH_12_1,1,Balistidae,Balistoides,viridescens
DEH_12_1,2,Lethrinidae,Gymnocranius,grandoculis
DEH_7_1,1,Mullidae,Parupeneus,heptacanthus
DEH_7_2,5,Carangidae,Carangoides,plagiotaenia
DEH_7_1,6,Acanthuridae,Acanthurus,auranticavus
DEH_7_1,1,Lutjanidae,Aprion,virescens
DEH_7_1,3,Carangidae,Carangoides,orthogrammus
DEH_7_1,1,Lethrinidae,Gymnocranius,grandoculis
DEH_7_1,1,Scombridae,Gymnosarda,unicolor
DEH_7_1,3,Lethrinidae,Lethrinus,olivaceus
DEH_6_3,1,Ephippidae,Platax,orbicularis
DEH_7_1,1,Pinguipedidae,Parapercis,nebulosa
DEH_6_3,12,Acanthuridae,Naso,hexacanthus
DEH_7_1,1,Ephippidae,Platax,orbicularis
DEH_7_2,1,Acanthuridae,Acanthurus,auranticavus
DEH_7_2,3,Acanthuridae,Acanthurus,pyroferus
DEH_7_2,2,Serranidae,Aethaloperca,rogaa
DEH_7_2,1,Pomacanthidae,Apolemichthys,trimaculatus
DEH_7_2,1,Balistidae,Balistoides,viridescens
DEH_3_1,1,Mullidae,Parupeneus,multifasciatus
DEH_7_1,2,Lethrinidae,Lethrinus,rubrioperculatus
DEH_6_3,2,Carangidae,Carangoides,orthogrammus
DEH_6_2,1,Carangidae,Carangoides,orthogrammus
DEH_6_2,1,Carangidae,Caranx,lugubris
DEH_6_2,1,Carangidae,Caranx,melampygus
DEH_6_2,1,Lethrinidae,Lethrinus,olivaceus
DEH_6_2,1,Lethrinidae,Lethrinus,rubrioperculatus
DEH_6_2,1,Scaridae,Unknown,sp8
DEH_6_2,2,Scaridae,Unknown,sp9
DEH_6_3,1,Hydrophiidae,Unknown,sp
DEH_6_3,1,Carangidae,Carangoides,caeruleopinnatus
DEH_7_2,1,Pomacanthidae,Centropyge,tibicen
DEH_6_3,1,Carcharhinidae,Carcharhinus,amblyrhynchos
DEH_6_3,2,Labridae,Cirrhilabrus,sp
DEH_6_3,60,Carangidae,Elagatis,bipinnulata
DEH_6_3,1,Lethrinidae,Gymnocranius,grandoculis
DEH_6_3,2,Lethrinidae,Lethrinus,olivaceus
DEH_6_3,2,Lethrinidae,Lethrinus,rubrioperculatus
DEH_6_3,1,Lutjanidae,Lutjanus,bohar
DEH_6_3,1,Lutjanidae,Aphareus,rutilans
DEH_7_2,1,Sphyrnidae,Sphyrna,lewini
DEH_7_2,1,Labridae,Bodianus,axillaris
DEH_7_2,1,Mullidae,Parupeneus,barberinus
DEH_7_2,1,Mullidae,Parupeneus,heptacanthus
DEH_7_2,2,Mullidae,Parupeneus,multifasciatus
DEH_7_2,1,Nemipteridae,Pentapodus,emeryii
DEH_7_2,1,Pomacanthidae,Pomacanthus,imperator
DEH_7_2,1,Pomacentridae,Pomacentrus,moluccensis
DEH_7_2,2,Acanthuridae,Naso,caesius
DEH_7_2,2,Nemipteridae,Scolopsis,xenochrous
DEH_7_2,50,Lutjanidae,Lutjanus,vitta
DEH_7_2,1,Balistidae,Sufflamen,fraenatum
DEH_7_2,1,Holocentridae,Unknown,sp1
DEH_7_2,1,Hydrophiidae,Unknown,sp6
DEH_7_2,2,Serranidae,Variola,albimarginata
DEH_7_2,3,Zanclidae,Zanclus,cornutus
DEH_7_3,1,Lutjanidae,Aprion,virescens
DEH_7_3,1,Carangidae,Carangoides,caeruleopinnatus
DEH_7_2,1,Pomacanthidae,Pygoplites,diacanthus
DEH_7_2,3,Pomacanthidae,Genicanthus,melanospilos
DEH_7_2,1,Serranidae,Cephalopholis,formosa
DEH_7_2,1,Serranidae,Cephalopholis,leopardus
DEH_7_2,2,Chaetodontidae,Chaetodon,auriga
DEH_7_2,1,Chaetodontidae,Chaetodon,lineolatus
DEH_7_2,1,Pomacentridae,Chromis,weberi
DEH_7_2,1,Pomacentridae,Chrysiptera,rollandi
DEH_7_2,2,Chaetodontidae,Coradion,altivelis
DEH_7_2,2,Acanthuridae,Naso,vlamingii
DEH_7_2,2,Pomacanthidae,Genicanthus,lamarck
DEH_6_2,1,Myliobatidae,Aetobatus,ocellatus
DEH_7_2,1,Carangidae,Gnathanodon,speciosus
DEH_7_2,1,Labridae,Halichoeres,marginatus
DEH_7_2,1,Labridae,Labroides,dimidiatus
DEH_7_2,1,Lethrinidae,Lethrinus,ravus
DEH_7_2,4,Lutjanidae,Lutjanus,bohar
DEH_7_2,3,Lutjanidae,Lutjanus,bohar
DEH_7_2,1,Lutjanidae,Lutjanus,decussatus
DEH_7_2,1,Chaetodontidae,Forcipiger,longirostris
DEH_5_6,8,Lutjanidae,Lutjanus,vitta
DEH_6_2,1,Balistidae,Balistoides,viridescens
DEH_5_6,1,Pomacentridae,Dascyllus,trimaculatus
DEH_5_6,2,Lethrinidae,Gymnocranius,grandoculis
DEH_5_6,1,Lethrinidae,Lethrinus,olivaceus
DEH_5_6,3,Lethrinidae,Lethrinus,ravus
DEH_5_6,1,Lutjanidae,Lutjanus,decussatus
DEH_5_6,1,Lutjanidae,Lutjanus,fulviflamma
DEH_5_6,1,Chaetodontidae,Chaetodon,kleinii
DEH_5_6,5,Lutjanidae,Lutjanus,kasmira
DEH_5_6,15,Caesionidae,Caesio,teres
DEH_5_6,3,Pomacentridae,Neoglyphidodon,melas
DEH_5_6,2,Nemipteridae,Pentapodus,emeryii
DEH_5_6,1,Balistidae,Pseudobalistes,fuscus
DEH_5_6,25,Caesionidae,Pterocaesio,marri
DEH_5_6,1,Carangidae,Scomberoides,tol
DEH_5_6,1,Pomacentridae,Stegastes,fasciolatus
DEH_5_6,1,Lutjanidae,Symphorus,nematophorus
DEH_5_6,4,Lutjanidae,Lutjanus,gibbus
DEH_5_5,1,Hydrophiidae,Unknown,sp14
DEH_5_5,2,Pomacanthidae,Pygoplites,diacanthus
DEH_5_5,3,Scaridae,Scarus,flavipectoralis
DEH_5_5,1,Nemipteridae,Scolopsis,bilineata
DEH_5_5,2,Siganidae,Siganus,corallinus
DEH_5_5,1,Siganidae,Siganus,virgatus
DEH_5_5,1,Balistidae,Sufflamen,chrysopterum
DEH_5_5,2,Labridae,Thalassoma,lunare
DEH_5_6,2,Pomacentridae,Chromis,opercularis
DEH_5_5,1,Pomacentridae,Unknown,sp12
DEH_5_6,3,Carangidae,Unknown,sp4
DEH_5_5,1,Scaridae,Unknown,sp23
DEH_5_5,1,Serranidae,Variola,albimarginata
DEH_5_5,4,Zanclidae,Zanclus,cornutus
DEH_5_6,1,Acanthuridae,Acanthurus,dussumieri
DEH_5_6,1,Pomacentridae,Amblyglyphidodon,aureus
DEH_5_6,5,Lutjanidae,Aprion,virescens
DEH_5_6,1,Labridae,Bodianus,axillaris
DEH_5_5,3,Pomacentridae,Unknown,sp11
DEH_6_1,2,Pomacanthidae,Pomacanthus,sexstriatus
DEH_6_1,1,Malacanthidae,Malacanthus,latovittatus
DEH_6_1,2,Acanthuridae,Naso,annulatus
DEH_6_1,6,Acanthuridae,Naso,hexacanthus
DEH_6_1,1,Pinguipedidae,Parapercis,nebulosa
DEH_6_1,2,Mullidae,Parupeneus,barberinus
DEH_6_1,3,Mullidae,Parupeneus,multifasciatus
DEH_6_1,4,Nemipteridae,Pentapodus,emeryii
DEH_5_6,1,Labridae,Thalassoma,lunare
DEH_6_1,1,Pomacanthidae,Pomacanthus,imperator
DEH_6_1,2,Lethrinidae,Lethrinus,rubrioperculatus
DEH_6_1,1,Nemipteridae,Scolopsis,xenochrous
DEH_6_1,2,Siganidae,Siganus,argenteus
DEH_6_1,2,Balistidae,Sufflamen,fraenatum
DEH_6_1,1,Carcharhinidae,Triaenodon,obesus
DEH_6_1,2,Serranidae,Variola,albimarginata
DEH_6_1,3,Zanclidae,Zanclus,cornutus
DEH_7_3,1,Lethrinidae,Lethrinus,olivaceus
DEH_6_1,1,Ephippidae,Platax,batavianus
DEH_6_1,1,Pomacentridae,Chrysiptera,rollandi
DEH_6_2,1,Lutjanidae,Aprion,virescens
DEH_6_1,1,Acanthuridae,Acanthurus,auranticavus
DEH_6_1,3,Acanthuridae,Acanthurus,olivaceus
DEH_6_1,2,Acanthuridae,Acanthurus,pyroferus
DEH_6_1,5,Pomacanthidae,Apolemichthys,trimaculatus
DEH_6_1,1,Lutjanidae,Aprion,virescens
DEH_6_1,2,Chaetodontidae,Chaetodon,kleinii
DEH_6_1,1,Lutjanidae,Macolor,niger
DEH_6_1,1,Scaridae,Chlorurus,sordidus
DEH_6_1,1,Lutjanidae,Lutjanus,bohar
DEH_6_1,3,Chaetodontidae,Coradion,altivelis
DEH_6_1,2,Chaetodontidae,Forcipiger,longirostris
DEH_6_1,1,Pomacanthidae,Genicanthus,lamarck
DEH_6_1,1,Carangidae,Gnathanodon,speciosus
DEH_6_1,1,Labridae,Halichoeres,marginatus
DEH_6_1,1,Lethrinidae,Lethrinus,olivaceus
DEH_6_1,11,Lethrinidae,Lethrinus,ravus
DEH_5_6,1,Scombridae,Unknown,sp1
DEH_6_1,2,Chaetodontidae,Chaetodon,lineolatus
DEH_8_6,2,Chaetodontidae,Chaetodon,auriga
DEH_8_4,4,Lethrinidae,Lethrinus,rubrioperculatus
DEH_8_5,1,Sepiidae,Unknown,sp1
DEH_8_5,1,Hydrophiidae,Unknown,sp10
DEH_8_5,1,Labridae,Unknown,sp19
DEH_8_5,2,Mullidae,Upeneus,tragula
DEH_8_6,2,Balistidae,Abalistes,stellatus
DEH_8_6,1,Lutjanidae,Aprion,virescens
DEH_8_5,2,Microdesmidae,Ptereleotris,hanae
DEH_8_6,5,Caesionidae,Caesio,teres
DEH_8_5,4,Serranidae,Pseudanthias,sp6
